CITY_ID,CITY,COUNTRY_ID,LAST_UPDATE
56,Basel,91,2006-02-15 09:45:25.000 Z
57,Bat Yam,48,2006-02-15 09:45:25.000 Z
58,Batman,97,2006-02-15 09:45:25.000 Z
59,Batna,2,2006-02-15 09:45:25.000 Z
60,Battambang,18,2006-02-15 09:45:25.000 Z
61,Baybay,75,2006-02-15 09:45:25.000 Z
62,Bayugan,75,2006-02-15 09:45:25.000 Z
63,Bchar,2,2006-02-15 09:45:25.000 Z
64,Beira,63,2006-02-15 09:45:25.000 Z
65,Bellevue,103,2006-02-15 09:45:25.000 Z
66,Belm,15,2006-02-15 09:45:25.000 Z
67,Benguela,4,2006-02-15 09:45:25.000 Z
68,Beni-Mellal,62,2006-02-15 09:45:25.000 Z
69,Benin City,69,2006-02-15 09:45:25.000 Z
70,Bergamo,49,2006-02-15 09:45:25.000 Z
71,Berhampore (Baharampur),44,2006-02-15 09:45:25.000 Z
72,Bern,91,2006-02-15 09:45:25.000 Z
73,Bhavnagar,44,2006-02-15 09:45:25.000 Z
74,Bhilwara,44,2006-02-15 09:45:25.000 Z
75,Bhimavaram,44,2006-02-15 09:45:25.000 Z
76,Bhopal,44,2006-02-15 09:45:25.000 Z
77,Bhusawal,44,2006-02-15 09:45:25.000 Z
78,Bijapur,44,2006-02-15 09:45:25.000 Z
79,Bilbays,29,2006-02-15 09:45:25.000 Z
80,Binzhou,23,2006-02-15 09:45:25.000 Z
81,Birgunj,66,2006-02-15 09:45:25.000 Z
82,Bislig,75,2006-02-15 09:45:25.000 Z
83,Blumenau,15,2006-02-15 09:45:25.000 Z
84,Boa Vista,15,2006-02-15 09:45:25.000 Z
85,Boksburg,85,2006-02-15 09:45:25.000 Z
86,Botosani,78,2006-02-15 09:45:25.000 Z
87,Botshabelo,85,2006-02-15 09:45:25.000 Z
88,Bradford,102,2006-02-15 09:45:25.000 Z
89,Braslia,15,2006-02-15 09:45:25.000 Z
90,Bratislava,84,2006-02-15 09:45:25.000 Z
91,Brescia,49,2006-02-15 09:45:25.000 Z
92,Brest,34,2006-02-15 09:45:25.000 Z
93,Brindisi,49,2006-02-15 09:45:25.000 Z
94,Brockton,103,2006-02-15 09:45:25.000 Z
95,Bucuresti,78,2006-02-15 09:45:25.000 Z
96,Buenaventura,24,2006-02-15 09:45:25.000 Z
97,Bydgoszcz,76,2006-02-15 09:45:25.000 Z
98,Cabuyao,75,2006-02-15 09:45:25.000 Z
99,Callao,74,2006-02-15 09:45:25.000 Z
100,Cam Ranh,105,2006-02-15 09:45:25.000 Z
101,Cape Coral,103,2006-02-15 09:45:25.000 Z
102,Caracas,104,2006-02-15 09:45:25.000 Z
103,Carmen,60,2006-02-15 09:45:25.000 Z
104,Cavite,75,2006-02-15 09:45:25.000 Z
105,Cayenne,35,2006-02-15 09:45:25.000 Z
106,Celaya,60,2006-02-15 09:45:25.000 Z
107,Chandrapur,44,2006-02-15 09:45:25.000 Z
108,Changhwa,92,2006-02-15 09:45:25.000 Z
109,Changzhou,23,2006-02-15 09:45:25.000 Z
110,Chapra,44,2006-02-15 09:45:25.000 Z
111,Charlotte Amalie,106,2006-02-15 09:45:25.000 Z
112,Chatsworth,85,2006-02-15 09:45:25.000 Z
113,Cheju,86,2006-02-15 09:45:25.000 Z
114,Chiayi,92,2006-02-15 09:45:25.000 Z
115,Chisinau,61,2006-02-15 09:45:25.000 Z
116,Chungho,92,2006-02-15 09:45:25.000 Z
117,Cianjur,45,2006-02-15 09:45:25.000 Z
118,Ciomas,45,2006-02-15 09:45:25.000 Z
119,Ciparay,45,2006-02-15 09:45:25.000 Z
120,Citrus Heights,103,2006-02-15 09:45:25.000 Z
121,Citt del Vaticano,41,2006-02-15 09:45:25.000 Z
122,Ciudad del Este,73,2006-02-15 09:45:25.000 Z
123,Clarksville,103,2006-02-15 09:45:25.000 Z
124,Coacalco de Berriozbal,60,2006-02-15 09:45:25.000 Z
125,Coatzacoalcos,60,2006-02-15 09:45:25.000 Z
126,Compton,103,2006-02-15 09:45:25.000 Z
127,Coquimbo,22,2006-02-15 09:45:25.000 Z
128,Crdoba,6,2006-02-15 09:45:25.000 Z
129,Cuauhtmoc,60,2006-02-15 09:45:25.000 Z
130,Cuautla,60,2006-02-15 09:45:25.000 Z
131,Cuernavaca,60,2006-02-15 09:45:25.000 Z
132,Cuman,104,2006-02-15 09:45:25.000 Z
133,Czestochowa,76,2006-02-15 09:45:25.000 Z
134,Dadu,72,2006-02-15 09:45:25.000 Z
135,Dallas,103,2006-02-15 09:45:25.000 Z
136,Datong,23,2006-02-15 09:45:25.000 Z
137,Daugavpils,54,2006-02-15 09:45:25.000 Z
138,Davao,75,2006-02-15 09:45:25.000 Z
139,Daxian,23,2006-02-15 09:45:25.000 Z
140,Dayton,103,2006-02-15 09:45:25.000 Z
141,Deba Habe,69,2006-02-15 09:45:25.000 Z
142,Denizli,97,2006-02-15 09:45:25.000 Z
143,Dhaka,12,2006-02-15 09:45:25.000 Z
144,Dhule (Dhulia),44,2006-02-15 09:45:25.000 Z
145,Dongying,23,2006-02-15 09:45:25.000 Z
146,Donostia-San Sebastin,87,2006-02-15 09:45:25.000 Z
147,Dos Quebradas,24,2006-02-15 09:45:25.000 Z
148,Duisburg,38,2006-02-15 09:45:25.000 Z
149,Dundee,102,2006-02-15 09:45:25.000 Z
150,Dzerzinsk,80,2006-02-15 09:45:25.000 Z
151,Ede,67,2006-02-15 09:45:25.000 Z
152,Effon-Alaiye,69,2006-02-15 09:45:25.000 Z
153,El Alto,14,2006-02-15 09:45:25.000 Z
154,El Fuerte,60,2006-02-15 09:45:25.000 Z
155,El Monte,103,2006-02-15 09:45:25.000 Z
156,Elista,80,2006-02-15 09:45:25.000 Z
157,Emeishan,23,2006-02-15 09:45:25.000 Z
158,Emmen,67,2006-02-15 09:45:25.000 Z
159,Enshi,23,2006-02-15 09:45:25.000 Z
160,Erlangen,38,2006-02-15 09:45:25.000 Z
161,Escobar,6,2006-02-15 09:45:25.000 Z
162,Esfahan,46,2006-02-15 09:45:25.000 Z
163,Eskisehir,97,2006-02-15 09:45:25.000 Z
164,Etawah,44,2006-02-15 09:45:25.000 Z
165,Ezeiza,6,2006-02-15 09:45:25.000 Z
166,Ezhou,23,2006-02-15 09:45:25.000 Z
167,Faaa,36,2006-02-15 09:45:25.000 Z
168,Fengshan,92,2006-02-15 09:45:25.000 Z
169,Firozabad,44,2006-02-15 09:45:25.000 Z
170,Florencia,24,2006-02-15 09:45:25.000 Z
171,Fontana,103,2006-02-15 09:45:25.000 Z
172,Fukuyama,50,2006-02-15 09:45:25.000 Z
173,Funafuti,99,2006-02-15 09:45:25.000 Z
174,Fuyu,23,2006-02-15 09:45:25.000 Z
175,Fuzhou,23,2006-02-15 09:45:25.000 Z
176,Gandhinagar,44,2006-02-15 09:45:25.000 Z
177,Garden Grove,103,2006-02-15 09:45:25.000 Z
178,Garland,103,2006-02-15 09:45:25.000 Z
179,Gatineau,20,2006-02-15 09:45:25.000 Z
180,Gaziantep,97,2006-02-15 09:45:25.000 Z
181,Gijn,87,2006-02-15 09:45:25.000 Z
182,Gingoog,75,2006-02-15 09:45:25.000 Z
183,Goinia,15,2006-02-15 09:45:25.000 Z
184,Gorontalo,45,2006-02-15 09:45:25.000 Z
185,Grand Prairie,103,2006-02-15 09:45:25.000 Z
186,Graz,9,2006-02-15 09:45:25.000 Z
187,Greensboro,103,2006-02-15 09:45:25.000 Z
188,Guadalajara,60,2006-02-15 09:45:25.000 Z
189,Guaruj,15,2006-02-15 09:45:25.000 Z
190,guas Lindas de Gois,15,2006-02-15 09:45:25.000 Z
191,Gulbarga,44,2006-02-15 09:45:25.000 Z
192,Hagonoy,75,2006-02-15 09:45:25.000 Z
193,Haining,23,2006-02-15 09:45:25.000 Z
194,Haiphong,105,2006-02-15 09:45:25.000 Z
195,Haldia,44,2006-02-15 09:45:25.000 Z
196,Halifax,20,2006-02-15 09:45:25.000 Z
197,Halisahar,44,2006-02-15 09:45:25.000 Z
198,Halle/Saale,38,2006-02-15 09:45:25.000 Z
199,Hami,23,2006-02-15 09:45:25.000 Z
200,Hamilton,68,2006-02-15 09:45:25.000 Z
201,Hanoi,105,2006-02-15 09:45:25.000 Z
202,Hidalgo,60,2006-02-15 09:45:25.000 Z
203,Higashiosaka,50,2006-02-15 09:45:25.000 Z
204,Hino,50,2006-02-15 09:45:25.000 Z
205,Hiroshima,50,2006-02-15 09:45:25.000 Z
206,Hodeida,107,2006-02-15 09:45:25.000 Z
207,Hohhot,23,2006-02-15 09:45:25.000 Z
208,Hoshiarpur,44,2006-02-15 09:45:25.000 Z
209,Hsichuh,92,2006-02-15 09:45:25.000 Z
210,Huaian,23,2006-02-15 09:45:25.000 Z
211,Hubli-Dharwad,44,2006-02-15 09:45:25.000 Z
212,Huejutla de Reyes,60,2006-02-15 09:45:25.000 Z
213,Huixquilucan,60,2006-02-15 09:45:25.000 Z
214,Hunuco,74,2006-02-15 09:45:25.000 Z
215,Ibirit,15,2006-02-15 09:45:25.000 Z
216,Idfu,29,2006-02-15 09:45:25.000 Z
217,Ife,69,2006-02-15 09:45:25.000 Z
218,Ikerre,69,2006-02-15 09:45:25.000 Z
219,Iligan,75,2006-02-15 09:45:25.000 Z
220,Ilorin,69,2006-02-15 09:45:25.000 Z
221,Imus,75,2006-02-15 09:45:25.000 Z
222,Inegl,97,2006-02-15 09:45:25.000 Z
223,Ipoh,59,2006-02-15 09:45:25.000 Z
224,Isesaki,50,2006-02-15 09:45:25.000 Z
225,Ivanovo,80,2006-02-15 09:45:25.000 Z
226,Iwaki,50,2006-02-15 09:45:25.000 Z
227,Iwakuni,50,2006-02-15 09:45:25.000 Z
228,Iwatsuki,50,2006-02-15 09:45:25.000 Z
229,Izumisano,50,2006-02-15 09:45:25.000 Z
230,Jaffna,88,2006-02-15 09:45:25.000 Z
231,Jaipur,44,2006-02-15 09:45:25.000 Z
232,Jakarta,45,2006-02-15 09:45:25.000 Z
233,Jalib al-Shuyukh,53,2006-02-15 09:45:25.000 Z
234,Jamalpur,12,2006-02-15 09:45:25.000 Z
235,Jaroslavl,80,2006-02-15 09:45:25.000 Z
236,Jastrzebie-Zdrj,76,2006-02-15 09:45:25.000 Z
237,Jedda,82,2006-02-15 09:45:25.000 Z
238,Jelets,80,2006-02-15 09:45:25.000 Z
239,Jhansi,44,2006-02-15 09:45:25.000 Z
240,Jinchang,23,2006-02-15 09:45:25.000 Z
241,Jining,23,2006-02-15 09:45:25.000 Z
242,Jinzhou,23,2006-02-15 09:45:25.000 Z
243,Jodhpur,44,2006-02-15 09:45:25.000 Z
244,Johannesburg,85,2006-02-15 09:45:25.000 Z
245,Joliet,103,2006-02-15 09:45:25.000 Z
246,Jos Azueta,60,2006-02-15 09:45:25.000 Z
247,Juazeiro do Norte,15,2006-02-15 09:45:25.000 Z
248,Juiz de Fora,15,2006-02-15 09:45:25.000 Z
249,Junan,23,2006-02-15 09:45:25.000 Z
250,Jurez,60,2006-02-15 09:45:25.000 Z
251,Kabul,1,2006-02-15 09:45:25.000 Z
252,Kaduna,69,2006-02-15 09:45:25.000 Z
253,Kakamigahara,50,2006-02-15 09:45:25.000 Z
254,Kaliningrad,80,2006-02-15 09:45:25.000 Z
255,Kalisz,76,2006-02-15 09:45:25.000 Z
256,Kamakura,50,2006-02-15 09:45:25.000 Z
257,Kamarhati,44,2006-02-15 09:45:25.000 Z
258,Kamjanets-Podilskyi,100,2006-02-15 09:45:25.000 Z
259,Kamyin,80,2006-02-15 09:45:25.000 Z
260,Kanazawa,50,2006-02-15 09:45:25.000 Z
261,Kanchrapara,44,2006-02-15 09:45:25.000 Z
262,Kansas City,103,2006-02-15 09:45:25.000 Z
263,Karnal,44,2006-02-15 09:45:25.000 Z
264,Katihar,44,2006-02-15 09:45:25.000 Z
265,Kermanshah,46,2006-02-15 09:45:25.000 Z
266,Kilis,97,2006-02-15 09:45:25.000 Z
267,Kimberley,85,2006-02-15 09:45:25.000 Z
268,Kimchon,86,2006-02-15 09:45:25.000 Z
269,Kingstown,81,2006-02-15 09:45:25.000 Z
270,Kirovo-Tepetsk,80,2006-02-15 09:45:25.000 Z
271,Kisumu,52,2006-02-15 09:45:25.000 Z
272,Kitwe,109,2006-02-15 09:45:25.000 Z
273,Klerksdorp,85,2006-02-15 09:45:25.000 Z
274,Kolpino,80,2006-02-15 09:45:25.000 Z
275,Konotop,100,2006-02-15 09:45:25.000 Z
276,Koriyama,50,2006-02-15 09:45:25.000 Z
277,Korla,23,2006-02-15 09:45:25.000 Z
278,Korolev,80,2006-02-15 09:45:25.000 Z
279,Kowloon and New Kowloon,42,2006-02-15 09:45:25.000 Z
280,Kragujevac,108,2006-02-15 09:45:25.000 Z
281,Ktahya,97,2006-02-15 09:45:25.000 Z
282,Kuching,59,2006-02-15 09:45:25.000 Z
283,Kumbakonam,44,2006-02-15 09:45:25.000 Z
284,Kurashiki,50,2006-02-15 09:45:25.000 Z
285,Kurgan,80,2006-02-15 09:45:25.000 Z
286,Kursk,80,2006-02-15 09:45:25.000 Z
287,Kuwana,50,2006-02-15 09:45:25.000 Z
288,La Paz,60,2006-02-15 09:45:25.000 Z
289,La Plata,6,2006-02-15 09:45:25.000 Z
290,La Romana,27,2006-02-15 09:45:25.000 Z
291,Laiwu,23,2006-02-15 09:45:25.000 Z
292,Lancaster,103,2006-02-15 09:45:25.000 Z
293,Laohekou,23,2006-02-15 09:45:25.000 Z
294,Lapu-Lapu,75,2006-02-15 09:45:25.000 Z
295,Laredo,103,2006-02-15 09:45:25.000 Z
296,Lausanne,91,2006-02-15 09:45:25.000 Z
297,Le Mans,34,2006-02-15 09:45:25.000 Z
298,Lengshuijiang,23,2006-02-15 09:45:25.000 Z
299,Leshan,23,2006-02-15 09:45:25.000 Z
300,Lethbridge,20,2006-02-15 09:45:25.000 Z
301,Lhokseumawe,45,2006-02-15 09:45:25.000 Z
302,Liaocheng,23,2006-02-15 09:45:25.000 Z
303,Liepaja,54,2006-02-15 09:45:25.000 Z
304,Lilongwe,58,2006-02-15 09:45:25.000 Z
305,Lima,74,2006-02-15 09:45:25.000 Z
306,Lincoln,103,2006-02-15 09:45:25.000 Z
307,Linz,9,2006-02-15 09:45:25.000 Z
308,Lipetsk,80,2006-02-15 09:45:25.000 Z
309,Livorno,49,2006-02-15 09:45:25.000 Z
310,Ljubertsy,80,2006-02-15 09:45:25.000 Z
311,Loja,28,2006-02-15 09:45:25.000 Z
312,London,102,2006-02-15 09:45:25.000 Z
313,London,20,2006-02-15 09:45:25.000 Z
314,Lublin,76,2006-02-15 09:45:25.000 Z
315,Lubumbashi,25,2006-02-15 09:45:25.000 Z
316,Lungtan,92,2006-02-15 09:45:25.000 Z
317,Luzinia,15,2006-02-15 09:45:25.000 Z
318,Madiun,45,2006-02-15 09:45:25.000 Z
319,Mahajanga,57,2006-02-15 09:45:25.000 Z
320,Maikop,80,2006-02-15 09:45:25.000 Z
321,Malm,90,2006-02-15 09:45:25.000 Z
322,Manchester,103,2006-02-15 09:45:25.000 Z
323,Mandaluyong,75,2006-02-15 09:45:25.000 Z
324,Mandi Bahauddin,72,2006-02-15 09:45:25.000 Z
325,Mannheim,38,2006-02-15 09:45:25.000 Z
326,Maracabo,104,2006-02-15 09:45:25.000 Z
327,Mardan,72,2006-02-15 09:45:25.000 Z
328,Maring,15,2006-02-15 09:45:25.000 Z
329,Masqat,71,2006-02-15 09:45:25.000 Z
330,Matamoros,60,2006-02-15 09:45:25.000 Z
331,Matsue,50,2006-02-15 09:45:25.000 Z
332,Meixian,23,2006-02-15 09:45:25.000 Z
333,Memphis,103,2006-02-15 09:45:25.000 Z
334,Merlo,6,2006-02-15 09:45:25.000 Z
335,Mexicali,60,2006-02-15 09:45:25.000 Z
336,Miraj,44,2006-02-15 09:45:25.000 Z
337,Mit Ghamr,29,2006-02-15 09:45:25.000 Z
338,Miyakonojo,50,2006-02-15 09:45:25.000 Z
339,Mogiljov,13,2006-02-15 09:45:25.000 Z
340,Molodetno,13,2006-02-15 09:45:25.000 Z
341,Monclova,60,2006-02-15 09:45:25.000 Z
342,Monywa,64,2006-02-15 09:45:25.000 Z
343,Moscow,80,2006-02-15 09:45:25.000 Z
344,Mosul,47,2006-02-15 09:45:25.000 Z
345,Mukateve,100,2006-02-15 09:45:25.000 Z
346,Munger (Monghyr),44,2006-02-15 09:45:25.000 Z
347,Mwanza,93,2006-02-15 09:45:25.000 Z
348,Mwene-Ditu,25,2006-02-15 09:45:25.000 Z
349,Myingyan,64,2006-02-15 09:45:25.000 Z
350,Mysore,44,2006-02-15 09:45:25.000 Z
351,Naala-Porto,63,2006-02-15 09:45:25.000 Z
352,Nabereznyje Telny,80,2006-02-15 09:45:25.000 Z
353,Nador,62,2006-02-15 09:45:25.000 Z
354,Nagaon,44,2006-02-15 09:45:25.000 Z
355,Nagareyama,50,2006-02-15 09:45:25.000 Z
356,Najafabad,46,2006-02-15 09:45:25.000 Z
357,Naju,86,2006-02-15 09:45:25.000 Z
358,Nakhon Sawan,94,2006-02-15 09:45:25.000 Z
359,Nam Dinh,105,2006-02-15 09:45:25.000 Z
360,Namibe,4,2006-02-15 09:45:25.000 Z
361,Nantou,92,2006-02-15 09:45:25.000 Z
362,Nanyang,23,2006-02-15 09:45:25.000 Z
363,NDjamna,21,2006-02-15 09:45:25.000 Z
364,Newcastle,85,2006-02-15 09:45:25.000 Z
365,Nezahualcyotl,60,2006-02-15 09:45:25.000 Z
366,Nha Trang,105,2006-02-15 09:45:25.000 Z
367,Niznekamsk,80,2006-02-15 09:45:25.000 Z
368,Novi Sad,108,2006-02-15 09:45:25.000 Z
369,Novoterkassk,80,2006-02-15 09:45:25.000 Z
370,Nukualofa,95,2006-02-15 09:45:25.000 Z
371,Nuuk,40,2006-02-15 09:45:25.000 Z
372,Nyeri,52,2006-02-15 09:45:25.000 Z
373,Ocumare del Tuy,104,2006-02-15 09:45:25.000 Z
374,Ogbomosho,69,2006-02-15 09:45:25.000 Z
375,Okara,72,2006-02-15 09:45:25.000 Z
376,Okayama,50,2006-02-15 09:45:25.000 Z
377,Okinawa,50,2006-02-15 09:45:25.000 Z
378,Olomouc,26,2006-02-15 09:45:25.000 Z
379,Omdurman,89,2006-02-15 09:45:25.000 Z
380,Omiya,50,2006-02-15 09:45:25.000 Z
381,Ondo,69,2006-02-15 09:45:25.000 Z
382,Onomichi,50,2006-02-15 09:45:25.000 Z
383,Oshawa,20,2006-02-15 09:45:25.000 Z
384,Osmaniye,97,2006-02-15 09:45:25.000 Z
385,ostka,100,2006-02-15 09:45:25.000 Z
386,Otsu,50,2006-02-15 09:45:25.000 Z
387,Oulu,33,2006-02-15 09:45:25.000 Z
388,Ourense (Orense),87,2006-02-15 09:45:25.000 Z
389,Owo,69,2006-02-15 09:45:25.000 Z
390,Oyo,69,2006-02-15 09:45:25.000 Z
391,Ozamis,75,2006-02-15 09:45:25.000 Z
392,Paarl,85,2006-02-15 09:45:25.000 Z
393,Pachuca de Soto,60,2006-02-15 09:45:25.000 Z
394,Pak Kret,94,2006-02-15 09:45:25.000 Z
395,Palghat (Palakkad),44,2006-02-15 09:45:25.000 Z
396,Pangkal Pinang,45,2006-02-15 09:45:25.000 Z
397,Papeete,36,2006-02-15 09:45:25.000 Z
398,Parbhani,44,2006-02-15 09:45:25.000 Z
399,Pathankot,44,2006-02-15 09:45:25.000 Z
400,Patiala,44,2006-02-15 09:45:25.000 Z
401,Patras,39,2006-02-15 09:45:25.000 Z
402,Pavlodar,51,2006-02-15 09:45:25.000 Z
403,Pemalang,45,2006-02-15 09:45:25.000 Z
404,Peoria,103,2006-02-15 09:45:25.000 Z
405,Pereira,24,2006-02-15 09:45:25.000 Z
406,Phnom Penh,18,2006-02-15 09:45:25.000 Z
407,Pingxiang,23,2006-02-15 09:45:25.000 Z
408,Pjatigorsk,80,2006-02-15 09:45:25.000 Z
409,Plock,76,2006-02-15 09:45:25.000 Z
410,Po,15,2006-02-15 09:45:25.000 Z
411,Ponce,77,2006-02-15 09:45:25.000 Z
412,Pontianak,45,2006-02-15 09:45:25.000 Z
413,Poos de Caldas,15,2006-02-15 09:45:25.000 Z
414,Portoviejo,28,2006-02-15 09:45:25.000 Z
415,Probolinggo,45,2006-02-15 09:45:25.000 Z
416,Pudukkottai,44,2006-02-15 09:45:25.000 Z
417,Pune,44,2006-02-15 09:45:25.000 Z
418,Purnea (Purnia),44,2006-02-15 09:45:25.000 Z
419,Purwakarta,45,2006-02-15 09:45:25.000 Z
420,Pyongyang,70,2006-02-15 09:45:25.000 Z
421,Qalyub,29,2006-02-15 09:45:25.000 Z
422,Qinhuangdao,23,2006-02-15 09:45:25.000 Z
423,Qomsheh,46,2006-02-15 09:45:25.000 Z
424,Quilmes,6,2006-02-15 09:45:25.000 Z
425,Rae Bareli,44,2006-02-15 09:45:25.000 Z
426,Rajkot,44,2006-02-15 09:45:25.000 Z
427,Rampur,44,2006-02-15 09:45:25.000 Z
428,Rancagua,22,2006-02-15 09:45:25.000 Z
429,Ranchi,44,2006-02-15 09:45:25.000 Z
430,Richmond Hill,20,2006-02-15 09:45:25.000 Z
431,Rio Claro,15,2006-02-15 09:45:25.000 Z
432,Rizhao,23,2006-02-15 09:45:25.000 Z
433,Roanoke,103,2006-02-15 09:45:25.000 Z
434,Robamba,28,2006-02-15 09:45:25.000 Z
435,Rockford,103,2006-02-15 09:45:25.000 Z
436,Ruse,17,2006-02-15 09:45:25.000 Z
437,Rustenburg,85,2006-02-15 09:45:25.000 Z
438,s-Hertogenbosch,67,2006-02-15 09:45:25.000 Z
439,Saarbrcken,38,2006-02-15 09:45:25.000 Z
440,Sagamihara,50,2006-02-15 09:45:25.000 Z
441,Saint Louis,103,2006-02-15 09:45:25.000 Z
442,Saint-Denis,79,2006-02-15 09:45:25.000 Z
443,Sal,62,2006-02-15 09:45:25.000 Z
444,Salala,71,2006-02-15 09:45:25.000 Z
445,Salamanca,60,2006-02-15 09:45:25.000 Z
446,Salinas,103,2006-02-15 09:45:25.000 Z
447,Salzburg,9,2006-02-15 09:45:25.000 Z
448,Sambhal,44,2006-02-15 09:45:25.000 Z
449,San Bernardino,103,2006-02-15 09:45:25.000 Z
450,San Felipe de Puerto Plata,27,2006-02-15 09:45:25.000 Z
451,San Felipe del Progreso,60,2006-02-15 09:45:25.000 Z
452,San Juan Bautista Tuxtepec,60,2006-02-15 09:45:25.000 Z
453,San Lorenzo,73,2006-02-15 09:45:25.000 Z
454,San Miguel de Tucumn,6,2006-02-15 09:45:25.000 Z
455,Sanaa,107,2006-02-15 09:45:25.000 Z
456,Santa Brbara dOeste,15,2006-02-15 09:45:25.000 Z
457,Santa F,6,2006-02-15 09:45:25.000 Z
458,Santa Rosa,75,2006-02-15 09:45:25.000 Z
459,Santiago de Compostela,87,2006-02-15 09:45:25.000 Z
460,Santiago de los Caballeros,27,2006-02-15 09:45:25.000 Z
461,Santo Andr,15,2006-02-15 09:45:25.000 Z
462,Sanya,23,2006-02-15 09:45:25.000 Z
463,Sasebo,50,2006-02-15 09:45:25.000 Z
464,Satna,44,2006-02-15 09:45:25.000 Z
465,Sawhaj,29,2006-02-15 09:45:25.000 Z
466,Serpuhov,80,2006-02-15 09:45:25.000 Z
467,Shahr-e Kord,46,2006-02-15 09:45:25.000 Z
468,Shanwei,23,2006-02-15 09:45:25.000 Z
469,Shaoguan,23,2006-02-15 09:45:25.000 Z
470,Sharja,101,2006-02-15 09:45:25.000 Z
471,Shenzhen,23,2006-02-15 09:45:25.000 Z
472,Shikarpur,72,2006-02-15 09:45:25.000 Z
473,Shimoga,44,2006-02-15 09:45:25.000 Z
474,Shimonoseki,50,2006-02-15 09:45:25.000 Z
475,Shivapuri,44,2006-02-15 09:45:25.000 Z
476,Shubra al-Khayma,29,2006-02-15 09:45:25.000 Z
477,Siegen,38,2006-02-15 09:45:25.000 Z
478,Siliguri (Shiliguri),44,2006-02-15 09:45:25.000 Z
479,Simferopol,100,2006-02-15 09:45:25.000 Z
480,Sincelejo,24,2006-02-15 09:45:25.000 Z
481,Sirjan,46,2006-02-15 09:45:25.000 Z
482,Sivas,97,2006-02-15 09:45:25.000 Z
483,Skikda,2,2006-02-15 09:45:25.000 Z
484,Smolensk,80,2006-02-15 09:45:25.000 Z
485,So Bernardo do Campo,15,2006-02-15 09:45:25.000 Z
486,So Leopoldo,15,2006-02-15 09:45:25.000 Z
487,Sogamoso,24,2006-02-15 09:45:25.000 Z
488,Sokoto,69,2006-02-15 09:45:25.000 Z
