FILM_ID,ACTOR_ID,LAST_UPDATE
267,16,2006-02-15 10:05:03.000 Z
269,16,2006-02-15 10:05:03.000 Z
271,16,2006-02-15 10:05:03.000 Z
280,16,2006-02-15 10:05:03.000 Z
287,16,2006-02-15 10:05:03.000 Z
345,16,2006-02-15 10:05:03.000 Z
438,16,2006-02-15 10:05:03.000 Z
453,16,2006-02-15 10:05:03.000 Z
455,16,2006-02-15 10:05:03.000 Z
456,16,2006-02-15 10:05:03.000 Z
503,16,2006-02-15 10:05:03.000 Z
548,16,2006-02-15 10:05:03.000 Z
582,16,2006-02-15 10:05:03.000 Z
583,16,2006-02-15 10:05:03.000 Z
717,16,2006-02-15 10:05:03.000 Z
758,16,2006-02-15 10:05:03.000 Z
779,16,2006-02-15 10:05:03.000 Z
886,16,2006-02-15 10:05:03.000 Z
967,16,2006-02-15 10:05:03.000 Z
96,17,2006-02-15 10:05:03.000 Z
119,17,2006-02-15 10:05:03.000 Z
124,17,2006-02-15 10:05:03.000 Z
127,17,2006-02-15 10:05:03.000 Z
154,17,2006-02-15 10:05:03.000 Z
199,17,2006-02-15 10:05:03.000 Z
201,17,2006-02-15 10:05:03.000 Z
236,17,2006-02-15 10:05:03.000 Z
280,17,2006-02-15 10:05:03.000 Z
310,17,2006-02-15 10:05:03.000 Z
313,17,2006-02-15 10:05:03.000 Z
378,17,2006-02-15 10:05:03.000 Z
457,17,2006-02-15 10:05:03.000 Z
469,17,2006-02-15 10:05:03.000 Z
478,17,2006-02-15 10:05:03.000 Z
500,17,2006-02-15 10:05:03.000 Z
515,17,2006-02-15 10:05:03.000 Z
521,17,2006-02-15 10:05:03.000 Z
573,17,2006-02-15 10:05:03.000 Z
603,17,2006-02-15 10:05:03.000 Z
606,17,2006-02-15 10:05:03.000 Z
734,17,2006-02-15 10:05:03.000 Z
770,17,2006-02-15 10:05:03.000 Z
794,17,2006-02-15 10:05:03.000 Z
800,17,2006-02-15 10:05:03.000 Z
853,17,2006-02-15 10:05:03.000 Z
873,17,2006-02-15 10:05:03.000 Z
874,17,2006-02-15 10:05:03.000 Z
880,17,2006-02-15 10:05:03.000 Z
948,17,2006-02-15 10:05:03.000 Z
957,17,2006-02-15 10:05:03.000 Z
959,17,2006-02-15 10:05:03.000 Z
44,18,2006-02-15 10:05:03.000 Z
84,18,2006-02-15 10:05:03.000 Z
144,18,2006-02-15 10:05:03.000 Z
172,18,2006-02-15 10:05:03.000 Z
268,18,2006-02-15 10:05:03.000 Z
279,18,2006-02-15 10:05:03.000 Z
280,18,2006-02-15 10:05:03.000 Z
321,18,2006-02-15 10:05:03.000 Z
386,18,2006-02-15 10:05:03.000 Z
460,18,2006-02-15 10:05:03.000 Z
462,18,2006-02-15 10:05:03.000 Z
484,18,2006-02-15 10:05:03.000 Z
536,18,2006-02-15 10:05:03.000 Z
561,18,2006-02-15 10:05:03.000 Z
612,18,2006-02-15 10:05:03.000 Z
717,18,2006-02-15 10:05:03.000 Z
808,18,2006-02-15 10:05:03.000 Z
842,18,2006-02-15 10:05:03.000 Z
863,18,2006-02-15 10:05:03.000 Z
883,18,2006-02-15 10:05:03.000 Z
917,18,2006-02-15 10:05:03.000 Z
944,18,2006-02-15 10:05:03.000 Z
2,19,2006-02-15 10:05:03.000 Z
3,19,2006-02-15 10:05:03.000 Z
144,19,2006-02-15 10:05:03.000 Z
152,19,2006-02-15 10:05:03.000 Z
182,19,2006-02-15 10:05:03.000 Z
208,19,2006-02-15 10:05:03.000 Z
212,19,2006-02-15 10:05:03.000 Z
217,19,2006-02-15 10:05:03.000 Z
266,19,2006-02-15 10:05:03.000 Z
404,19,2006-02-15 10:05:03.000 Z
428,19,2006-02-15 10:05:03.000 Z
473,19,2006-02-15 10:05:03.000 Z
490,19,2006-02-15 10:05:03.000 Z
510,19,2006-02-15 10:05:03.000 Z
513,19,2006-02-15 10:05:03.000 Z
644,19,2006-02-15 10:05:03.000 Z
670,19,2006-02-15 10:05:03.000 Z
673,19,2006-02-15 10:05:03.000 Z
711,19,2006-02-15 10:05:03.000 Z
750,19,2006-02-15 10:05:03.000 Z
752,19,2006-02-15 10:05:03.000 Z
756,19,2006-02-15 10:05:03.000 Z
771,19,2006-02-15 10:05:03.000 Z
785,19,2006-02-15 10:05:03.000 Z
877,19,2006-02-15 10:05:03.000 Z
1,20,2006-02-15 10:05:03.000 Z
54,20,2006-02-15 10:05:03.000 Z
63,20,2006-02-15 10:05:03.000 Z
140,20,2006-02-15 10:05:03.000 Z
146,20,2006-02-15 10:05:03.000 Z
165,20,2006-02-15 10:05:03.000 Z
231,20,2006-02-15 10:05:03.000 Z
243,20,2006-02-15 10:05:03.000 Z
269,20,2006-02-15 10:05:03.000 Z
274,20,2006-02-15 10:05:03.000 Z
348,20,2006-02-15 10:05:03.000 Z
366,20,2006-02-15 10:05:03.000 Z
445,20,2006-02-15 10:05:03.000 Z
478,20,2006-02-15 10:05:03.000 Z
492,20,2006-02-15 10:05:03.000 Z
499,20,2006-02-15 10:05:03.000 Z
527,20,2006-02-15 10:05:03.000 Z
531,20,2006-02-15 10:05:03.000 Z
538,20,2006-02-15 10:05:03.000 Z
589,20,2006-02-15 10:05:03.000 Z
643,20,2006-02-15 10:05:03.000 Z
652,20,2006-02-15 10:05:03.000 Z
663,20,2006-02-15 10:05:03.000 Z
714,20,2006-02-15 10:05:03.000 Z
717,20,2006-02-15 10:05:03.000 Z
757,20,2006-02-15 10:05:03.000 Z
784,20,2006-02-15 10:05:03.000 Z
863,20,2006-02-15 10:05:03.000 Z
962,20,2006-02-15 10:05:03.000 Z
977,20,2006-02-15 10:05:03.000 Z
6,21,2006-02-15 10:05:03.000 Z
87,21,2006-02-15 10:05:03.000 Z
88,21,2006-02-15 10:05:03.000 Z
142,21,2006-02-15 10:05:03.000 Z
159,21,2006-02-15 10:05:03.000 Z
179,21,2006-02-15 10:05:03.000 Z
253,21,2006-02-15 10:05:03.000 Z
281,21,2006-02-15 10:05:03.000 Z
321,21,2006-02-15 10:05:03.000 Z
398,21,2006-02-15 10:05:03.000 Z
426,21,2006-02-15 10:05:03.000 Z
429,21,2006-02-15 10:05:03.000 Z
497,21,2006-02-15 10:05:03.000 Z
507,21,2006-02-15 10:05:03.000 Z
530,21,2006-02-15 10:05:03.000 Z
680,21,2006-02-15 10:05:03.000 Z
686,21,2006-02-15 10:05:03.000 Z
700,21,2006-02-15 10:05:03.000 Z
702,21,2006-02-15 10:05:03.000 Z
733,21,2006-02-15 10:05:03.000 Z
734,21,2006-02-15 10:05:03.000 Z
798,21,2006-02-15 10:05:03.000 Z
804,21,2006-02-15 10:05:03.000 Z
887,21,2006-02-15 10:05:03.000 Z
893,21,2006-02-15 10:05:03.000 Z
920,21,2006-02-15 10:05:03.000 Z
983,21,2006-02-15 10:05:03.000 Z
9,22,2006-02-15 10:05:03.000 Z
23,22,2006-02-15 10:05:03.000 Z
56,22,2006-02-15 10:05:03.000 Z
89,22,2006-02-15 10:05:03.000 Z
111,22,2006-02-15 10:05:03.000 Z
146,22,2006-02-15 10:05:03.000 Z
291,22,2006-02-15 10:05:03.000 Z
294,22,2006-02-15 10:05:03.000 Z
349,22,2006-02-15 10:05:03.000 Z
369,22,2006-02-15 10:05:03.000 Z
418,22,2006-02-15 10:05:03.000 Z
430,22,2006-02-15 10:05:03.000 Z
483,22,2006-02-15 10:05:03.000 Z
491,22,2006-02-15 10:05:03.000 Z
495,22,2006-02-15 10:05:03.000 Z
536,22,2006-02-15 10:05:03.000 Z
600,22,2006-02-15 10:05:03.000 Z
634,22,2006-02-15 10:05:03.000 Z
648,22,2006-02-15 10:05:03.000 Z
688,22,2006-02-15 10:05:03.000 Z
731,22,2006-02-15 10:05:03.000 Z
742,22,2006-02-15 10:05:03.000 Z
775,22,2006-02-15 10:05:03.000 Z
802,22,2006-02-15 10:05:03.000 Z
912,22,2006-02-15 10:05:03.000 Z
964,22,2006-02-15 10:05:03.000 Z
6,23,2006-02-15 10:05:03.000 Z
42,23,2006-02-15 10:05:03.000 Z
78,23,2006-02-15 10:05:03.000 Z
105,23,2006-02-15 10:05:03.000 Z
116,23,2006-02-15 10:05:03.000 Z
117,23,2006-02-15 10:05:03.000 Z
125,23,2006-02-15 10:05:03.000 Z
212,23,2006-02-15 10:05:03.000 Z
226,23,2006-02-15 10:05:03.000 Z
235,23,2006-02-15 10:05:03.000 Z
254,23,2006-02-15 10:05:03.000 Z
367,23,2006-02-15 10:05:03.000 Z
370,23,2006-02-15 10:05:03.000 Z
414,23,2006-02-15 10:05:03.000 Z
419,23,2006-02-15 10:05:03.000 Z
435,23,2006-02-15 10:05:03.000 Z
449,23,2006-02-15 10:05:03.000 Z
491,23,2006-02-15 10:05:03.000 Z
536,23,2006-02-15 10:05:03.000 Z
549,23,2006-02-15 10:05:03.000 Z
636,23,2006-02-15 10:05:03.000 Z
649,23,2006-02-15 10:05:03.000 Z
673,23,2006-02-15 10:05:03.000 Z
691,23,2006-02-15 10:05:03.000 Z
766,23,2006-02-15 10:05:03.000 Z
782,23,2006-02-15 10:05:03.000 Z
804,23,2006-02-15 10:05:03.000 Z
820,23,2006-02-15 10:05:03.000 Z
826,23,2006-02-15 10:05:03.000 Z
833,23,2006-02-15 10:05:03.000 Z
842,23,2006-02-15 10:05:03.000 Z
853,23,2006-02-15 10:05:03.000 Z
855,23,2006-02-15 10:05:03.000 Z
856,23,2006-02-15 10:05:03.000 Z
935,23,2006-02-15 10:05:03.000 Z
981,23,2006-02-15 10:05:03.000 Z
997,23,2006-02-15 10:05:03.000 Z
3,24,2006-02-15 10:05:03.000 Z
83,24,2006-02-15 10:05:03.000 Z
112,24,2006-02-15 10:05:03.000 Z
126,24,2006-02-15 10:05:03.000 Z
148,24,2006-02-15 10:05:03.000 Z
164,24,2006-02-15 10:05:03.000 Z
178,24,2006-02-15 10:05:03.000 Z
194,24,2006-02-15 10:05:03.000 Z
199,24,2006-02-15 10:05:03.000 Z
242,24,2006-02-15 10:05:03.000 Z
256,24,2006-02-15 10:05:03.000 Z
277,24,2006-02-15 10:05:03.000 Z
335,24,2006-02-15 10:05:03.000 Z
405,24,2006-02-15 10:05:03.000 Z
463,24,2006-02-15 10:05:03.000 Z
515,24,2006-02-15 10:05:03.000 Z
585,24,2006-02-15 10:05:03.000 Z
603,24,2006-02-15 10:05:03.000 Z
653,24,2006-02-15 10:05:03.000 Z
704,24,2006-02-15 10:05:03.000 Z
781,24,2006-02-15 10:05:03.000 Z
829,24,2006-02-15 10:05:03.000 Z
832,24,2006-02-15 10:05:03.000 Z
969,24,2006-02-15 10:05:03.000 Z
21,25,2006-02-15 10:05:03.000 Z
